x_ev,x_nm,extinct,fluo
3.891695847923962,318.5865618613022,9938.071180669986,62200.39339140747
3.895447723861931,318.2797172210094,10093.837616146218,62047.33638510995
3.8991995997999,317.9734630829431,10227.346673903483,61895.38563468371
3.902951475737869,317.6677977441682,10328.927184924607,61744.50464851063
3.906703351675838,317.3627195082912,10384.513956282492,61594.66580004225
3.910455227613807,317.0582266854292,10378.750952082844,61445.859137901556
3.914207103551776,316.75431759217844,10296.589391318215,61298.07483132425
3.917958979489745,316.4509905515833,10127.477954145295,61151.32134591318
3.921710855427714,316.1482438931054,9867.028683598932,61005.6089766021
3.925462731365683,315.84607595259337,9518.386830764774,60860.88898156461
3.929214607303652,315.5444850722516,9099.942400123346,60717.15201976052
3.932966483241621,315.2434696006105,8630.287944069478,60574.388861701635
3.93671835917959,314.94302789249633,8129.956162549531,60432.59038791893
3.9404702351175587,314.6431583090009,7618.625977210061,60291.79747834023
3.944222111055528,314.343859217452,7113.8397568396995,60151.9541679907
3.947973986993497,314.0451289913837,6628.532337793574,60013.04772366204
3.951725862931466,313.746966010507,6169.691865754889,59875.069472592855
3.9554777388694347,313.4493686606804,5740.563133649717,59738.01084388785
3.9592296148074038,313.1523353338809,5341.511061624774,59601.89087094845
3.962981490745373,312.8558644281747,4971.742643613086,59466.69669229121
3.966733366683342,312.55995434768903,4629.2469799849,59332.395978372115
3.9704852426213106,312.2646035025829,4311.274664397867,59198.980572404245
3.9742371185592797,311.96981030901884,4016.666989168093,59066.44241206091
3.977988994497249,311.6755731891348,3745.0383172139755,58934.78060345597
3.9817408704352175,311.3818905710158,3496.6267253614287,58804.02154928258
3.9854927463731866,311.0887608886658,3273.165285977716,58674.11512348328
3.9892446223111557,310.7961825819801,3073.720722783507,58545.053647968445
3.992996498249125,310.5041540967176,2898.1867729266037,58416.82953238497
3.9967483741870935,310.2126738844734,2745.9466756867314,58289.435272864845
4.000500250125063,309.92174040265104,2615.8382959060673,58162.89834066559
4.004252126063031,309.6313521144357,2506.9214176739965,58037.18714418284
4.008004002001001,309.34150748876687,2416.773560978654,57912.28288721298
4.0117558779389695,309.05220500031174,2342.970020977245,57788.178417811425
4.015507753876939,308.76344312943814,2283.6566570988143,57664.866664439964
4.019259629814908,308.47522036218805,2237.222532760682,57542.35664910106
4.023011505752876,308.1875351902512,2202.524226188986,57420.653126412144
4.026763381690845,307.9003861109386,2178.809960199921,57299.72071367715
4.030515257628815,307.6137716271565,2164.85883990672,57179.55266662887
4.034267133566784,307.3276902473805,2160.134773650494,57060.14231580632
4.038019009504753,307.0421404856293,2164.1231149877704,56941.48306550927
4.0417708854427215,306.7571208614395,2176.2036691276994,56823.609091790175
4.04552276138069,306.47262989983926,2195.7938083871354,56706.473693250846
4.049274637318659,306.1886661313238,2221.1876306618697,56590.06923953652
4.053026513256628,305.9052280918292,2250.539859586299,56474.38943550074
4.056778389194598,305.6223143227079,2281.6823810025408,56359.428054733005
4.0605302651325665,305.33992337070345,2312.247431451159,56245.202176046376
4.064282141070535,305.0580537879254,2339.7854109220843,56131.698777587284
