197.678245	0.000273415	6.10E-05	6.45E-05
197.8812965	0.000274353	4.81E-05	4.57E-05
198.0843644	0.000294562	9.91E-05	6.18E-05
198.2874486	0.000295049	0.00011463	8.30E-05
198.4905491	0.000328051	0.000140168	9.48E-05
198.693666	0.00031525	0.000156792	0.000122531
198.8967992	0.000339957	0.000134422	0.000139464
199.0999487	0.000326647	0.000112282	0.000142967
199.3031145	0.00036391	0.000119299	0.000173977
199.5062967	0.000356055	0.000117447	0.000146755
199.7094952	0.000361502	0.000136536	0.00014057
199.9127099	0.000331681	0.00010821	0.00010924
200.115941	0.000288937	0.000122378	0.000106415
200.3191884	0.000269092	0.00011352	6.76E-05
200.5224521	0.000260421	0.000120558	7.58E-05
200.7257321	0.000246921	7.49E-05	6.71E-05
200.9290284	0.000221922	8.20E-05	4.36E-05
201.1323411	0.000243208	7.42E-05	5.83E-05
201.33567	0.000203377	6.45E-05	8.67E-05
201.5390152	0.000193266	2.94E-05	8.85E-05
201.7423766	0.000168651	2.62E-05	0.000105905
201.9457544	0.000192528	1.39E-05	0.000104754
202.1491485	0.000208225	4.09E-06	0.000119328
202.3525588	0.000196916	-3.65E-05	9.29E-05
202.5559855	0.000182035	-4.17E-05	0.000112323
202.7594284	0.000227702	-4.65E-05	0.000101292
202.9628876	0.000238008	-2.12E-05	0.000103861
203.166363	0.000278339	9.03E-06	0.000104361
203.3698548	0.00024367	1.28E-06	7.04E-05
203.5733628	0.000270684	3.27E-05	7.17E-05
203.776887	0.00029631	4.86E-05	7.10E-05
203.9804276	0.000306185	6.58E-05	8.07E-05
204.1839844	0.000335106	0.00010306	7.87E-05
204.3875574	0.00037	0.000103406	0.000123833
204.5911468	0.000411324	0.000112542	0.000122081
204.7947523	0.000451653	0.000139676	0.000128359
204.9983742	0.000456392	0.000134822	0.000136124
205.2020123	0.000465739	0.000154404	0.000119879
205.4056666	0.000477766	0.000115148	7.52E-05
205.6093372	0.000486899	0.000134286	9.82E-05
205.813024	0.000483688	0.000162987	9.39E-05
206.0167271	0.000493786	0.000212611	0.000114593
206.2204464	0.000465886	0.00016614	0.000102348
206.4241819	0.000472421	0.000175978	0.000129863
206.6279337	0.000489133	0.000184296	0.00012251
206.8317017	0.000469051	0.000182179	0.000104069
207.0354859	0.000461655	0.000182985	0.000100951
207.2392864	0.000436897	0.00018456	0.000104065
207.4431031	0.000446999	0.000176693	0.000132469
207.646936	0.000461279	0.000145037	0.000168509
207.8507851	0.000447929	0.000119755	0.000199026
208.0546505	0.000454259	0.000131553	0.000226448
208.2585321	0.000434009	0.00010504	0.000231357
208.4624298	0.000403347	0.00011192	0.000206507
208.6663438	0.000379949	0.000118207	0.000230702
208.870274	0.0003627	0.000102375	0.000263198
209.0742204	0.000336415	0.000123012	0.000273134
209.2781831	0.000323292	0.000121878	0.000292886
209.4821619	0.000333526	0.00014803	0.000333487
209.6861569	0.000275412	0.000159171	0.000318552
209.8901681	0.000265133	0.000158651	0.000316367
210.0941955	0.000240338	0.00012876	0.000311462
210.2982391	0.000248175	0.000145788	0.000292925
210.5022989	0.000255009	0.000163707	0.000301652
210.7063749	0.00024369	0.000132099	0.000299371
210.910467	0.000244529	0.000133238	0.000292756
211.1145754	0.000238641	0.000134645	0.000292345
211.3186999	0.000261046	0.000138664	0.000310352
211.5228406	0.000270016	0.00015585	0.000293774
211.7269975	0.000248521	0.000167899	0.000291814
211.9311705	0.000242325	0.000154718	0.000273339
212.1353597	0.000246274	0.000135771	0.000235113
212.3395651	0.000259057	0.000143007	0.000242394
212.5437867	0.000275756	0.000183611	0.00026563
212.7480244	0.000269278	0.000183553	0.000258335
212.9522783	0.000264274	0.000215337	0.000237221
213.1565483	0.000307394	0.000203644	0.000200205
213.3608345	0.000275746	0.000209636	0.000210441
213.5651369	0.000295099	0.000223087	0.000207885
213.7694554	0.000322376	0.000219374	0.000169895
